datetime,cpu,mem
Sat Sep  2 06:46:00 GMT 2023,8.2,1887197
Sat Sep  2 06:46:04 GMT 2023,8.2,1897000
Sat Sep  2 06:47:28 GMT 2023,36,2045582
Sat Sep  2 06:47:33 GMT 2023,13,2247134
Sat Sep  2 06:47:38 GMT 2023,13,2197380
Sat Sep  2 06:49:01 GMT 2023,58,1988108
Sat Sep  2 06:49:04 GMT 2023,10,1976689
Sat Sep  2 06:49:08 GMT 2023,10,1942853
Sat Sep  2 06:50:33 GMT 2023,4.8,1999913
Sat Sep  2 06:50:36 GMT 2023,12,1996083
Sat Sep  2 06:50:40 GMT 2023,12,1928457
Sat Sep  2 06:52:04 GMT 2023,28,2129141
Sat Sep  2 06:52:08 GMT 2023,9.6,2014130
Sat Sep  2 06:52:12 GMT 2023,9.6,2057390
Sat Sep  2 06:53:37 GMT 2023,49,2086565
Sat Sep  2 06:53:41 GMT 2023,8.8,2008504
Sat Sep  2 06:53:44 GMT 2023,8.8,2032397
Sat Sep  2 06:55:09 GMT 2023,34,2073789
Sat Sep  2 06:55:13 GMT 2023,9,1987957
Sat Sep  2 06:55:17 GMT 2023,9,2011788
Sat Sep  2 06:56:42 GMT 2023,34,1968854
Sat Sep  2 06:56:45 GMT 2023,8.7,1867813
Sat Sep  2 06:56:49 GMT 2023,8.7,1978939
Sat Sep  2 06:58:13 GMT 2023,33,1996564
Sat Sep  2 06:58:17 GMT 2023,7.7,1898146
Sat Sep  2 06:58:21 GMT 2023,7.7,1926257
Sat Sep  2 06:59:45 GMT 2023,29,1990288
Sat Sep  2 06:59:49 GMT 2023,8.7,1901145
Sat Sep  2 06:59:53 GMT 2023,8.7,1848209
Sat Sep  2 07:01:17 GMT 2023,29,2095855
Sat Sep  2 07:01:21 GMT 2023,10,2107071
Sat Sep  2 07:01:26 GMT 2023,10,2151632
Sat Sep  2 07:02:49 GMT 2023,37,2131450
Sat Sep  2 07:02:53 GMT 2023,8.4,2124671
Sat Sep  2 07:02:57 GMT 2023,8.4,2049474
Sat Sep  2 07:04:22 GMT 2023,21,2156297
Sat Sep  2 07:04:26 GMT 2023,8.1,2151903
Sat Sep  2 07:04:30 GMT 2023,8.1,2062268
Sat Sep  2 07:05:54 GMT 2023,6.1,2185366
Sat Sep  2 07:05:58 GMT 2023,9.4,2107912
Sat Sep  2 07:06:02 GMT 2023,9.4,2156462
Sat Sep  2 07:07:27 GMT 2023,30,2187913
Sat Sep  2 07:07:31 GMT 2023,8.2,2102217
Sat Sep  2 07:07:35 GMT 2023,8.2,2114299
Sat Sep  2 07:08:59 GMT 2023,26,2194978
Sat Sep  2 07:09:03 GMT 2023,7.9,2111947
Sat Sep  2 07:09:08 GMT 2023,7.9,2128488
Sat Sep  2 07:10:32 GMT 2023,26,2005279
Sat Sep  2 07:10:36 GMT 2023,8.4,1904125
Sat Sep  2 07:10:40 GMT 2023,8.4,1854278
Sat Sep  2 07:12:04 GMT 2023,29,1898698
Sat Sep  2 07:12:08 GMT 2023,7.4,1823313
Sat Sep  2 07:12:12 GMT 2023,7.4,1834699
Sat Sep  2 07:13:36 GMT 2023,26,1887061
Sat Sep  2 07:13:40 GMT 2023,7.4,1818254
Sat Sep  2 07:13:44 GMT 2023,7.4,1833015
Sat Sep  2 07:15:08 GMT 2023,25,2021689
Sat Sep  2 07:15:12 GMT 2023,9.2,2133060
Sat Sep  2 07:15:17 GMT 2023,9.2,1999516
Sat Sep  2 07:16:41 GMT 2023,48,2042820
Sat Sep  2 07:16:45 GMT 2023,8.6,2033313
Sat Sep  2 07:16:49 GMT 2023,8.6,1974527
Sat Sep  2 07:18:13 GMT 2023,22,2025174
Sat Sep  2 07:18:17 GMT 2023,8.3,2010621
Sat Sep  2 07:18:21 GMT 2023,8.3,1982123
Sat Sep  2 07:19:45 GMT 2023,22,2109334
Sat Sep  2 07:19:49 GMT 2023,7.9,2001944
Sat Sep  2 07:19:53 GMT 2023,7.9,2042239
Sat Sep  2 07:21:18 GMT 2023,29,2103669
Sat Sep  2 07:21:22 GMT 2023,8.1,2011366
Sat Sep  2 07:21:26 GMT 2023,8.1,2045563
Sat Sep  2 07:22:50 GMT 2023,24,2078471
Sat Sep  2 07:22:54 GMT 2023,7.8,1984973
Sat Sep  2 07:22:58 GMT 2023,7.8,2020812
Sat Sep  2 07:24:23 GMT 2023,25,1890798
Sat Sep  2 07:24:27 GMT 2023,7.3,1808054
Sat Sep  2 07:24:31 GMT 2023,7.3,1846549
Sat Sep  2 07:25:55 GMT 2023,36,1920695
Sat Sep  2 07:25:59 GMT 2023,7.9,1838798
Sat Sep  2 07:26:03 GMT 2023,7.9,1870621
Sat Sep  2 07:27:27 GMT 2023,34,1893318
Sat Sep  2 07:27:31 GMT 2023,8,1803670
Sat Sep  2 07:27:35 GMT 2023,8,1833776
Sat Sep  2 07:29:00 GMT 2023,33,2026498
Sat Sep  2 07:29:03 GMT 2023,8.3,2012030
Sat Sep  2 07:29:08 GMT 2023,8.3,2072328
Sat Sep  2 07:30:32 GMT 2023,39,2036549
Sat Sep  2 07:30:35 GMT 2023,8.5,2023934
Sat Sep  2 07:30:39 GMT 2023,8.5,1967723
Sat Sep  2 07:32:03 GMT 2023,22,2030657
Sat Sep  2 07:32:07 GMT 2023,8.8,2027672
Sat Sep  2 07:32:11 GMT 2023,8.8,1981648
Sat Sep  2 07:33:35 GMT 2023,21,2122122
Sat Sep  2 07:33:39 GMT 2023,7.6,2016888
Sat Sep  2 07:33:43 GMT 2023,7.6,2072176
Sat Sep  2 07:35:08 GMT 2023,3.5,2115184
Sat Sep  2 07:35:11 GMT 2023,18,2014293
Sat Sep  2 07:35:15 GMT 2023,18,2052660
Sat Sep  2 07:36:40 GMT 2023,35,2100521
Sat Sep  2 07:36:44 GMT 2023,10,1999045
Sat Sep  2 07:36:48 GMT 2023,10,2045551
Sat Sep  2 07:38:12 GMT 2023,34,2010186
Sat Sep  2 07:38:16 GMT 2023,8.9,1935815
Sat Sep  2 07:38:20 GMT 2023,8.9,1892717
Sat Sep  2 07:39:44 GMT 2023,44,1958549
Sat Sep  2 07:39:48 GMT 2023,9.3,1833153
Sat Sep  2 07:39:52 GMT 2023,9.3,1884389
Sat Sep  2 07:41:16 GMT 2023,51,1948695
Sat Sep  2 07:41:20 GMT 2023,9.4,1811747
Sat Sep  2 07:41:24 GMT 2023,9.4,1877510
Sat Sep  2 07:42:49 GMT 2023,52,2029775
Sat Sep  2 07:42:52 GMT 2023,8.5,1888741
Sat Sep  2 07:42:56 GMT 2023,8.5,1973859
Sat Sep  2 07:44:20 GMT 2023,46,2032938
Sat Sep  2 07:44:24 GMT 2023,10,2055658
Sat Sep  2 07:44:28 GMT 2023,10,2026241
Sat Sep  2 07:45:52 GMT 2023,35,2021906
Sat Sep  2 07:45:56 GMT 2023,9.8,2047321
Sat Sep  2 07:46:00 GMT 2023,9.8,2018404
Sat Sep  2 07:47:25 GMT 2023,28,2105823
Sat Sep  2 07:47:28 GMT 2023,8.5,2000788
Sat Sep  2 07:47:32 GMT 2023,8.5,2079140
Sat Sep  2 07:48:57 GMT 2023,46,2154583
Sat Sep  2 07:49:01 GMT 2023,10,2024361
Sat Sep  2 07:49:05 GMT 2023,10,2091705
Sat Sep  2 07:50:30 GMT 2023,5.3,2113999
Sat Sep  2 07:50:34 GMT 2023,13,1985617
Sat Sep  2 07:50:38 GMT 2023,13,2050481
Sat Sep  2 07:52:02 GMT 2023,50,1937388
Sat Sep  2 07:52:06 GMT 2023,9.7,1795484
Sat Sep  2 07:52:10 GMT 2023,9.7,1861819
Sat Sep  2 07:53:34 GMT 2023,47,2028238
Sat Sep  2 07:53:38 GMT 2023,9.1,1928500
Sat Sep  2 07:53:41 GMT 2023,9.1,1869280
Sat Sep  2 07:55:06 GMT 2023,37,2131984
Sat Sep  2 07:55:09 GMT 2023,11,2046031
Sat Sep  2 07:55:13 GMT 2023,11,2074809
Sat Sep  2 07:56:38 GMT 2023,36,1950793
Sat Sep  2 07:56:43 GMT 2023,18,2067842
Sat Sep  2 07:56:48 GMT 2023,62,1923979
Sat Sep  2 07:58:11 GMT 2023,62,1960049
Sat Sep  2 07:58:15 GMT 2023,13,1949864
Sat Sep  2 07:58:20 GMT 2023,13,1899730
Sat Sep  2 07:59:43 GMT 2023,23,2129222
Sat Sep  2 07:59:48 GMT 2023,9.8,2108434
Sat Sep  2 07:59:52 GMT 2023,9.8,2082006
Sat Sep  2 08:01:16 GMT 2023,22,2265242
Sat Sep  2 08:01:20 GMT 2023,10,2137342
Sat Sep  2 08:01:25 GMT 2023,10,2172219
Sat Sep  2 08:02:49 GMT 2023,40,2196189
Sat Sep  2 08:02:53 GMT 2023,8.9,2112814
Sat Sep  2 08:02:58 GMT 2023,8.9,2139574
Sat Sep  2 08:04:22 GMT 2023,32,2211288
Sat Sep  2 08:04:26 GMT 2023,9.4,2127743
Sat Sep  2 08:04:31 GMT 2023,9.4,2150428
Sat Sep  2 08:05:55 GMT 2023,7.8,2050805
Sat Sep  2 08:05:59 GMT 2023,10,1957090
Sat Sep  2 08:06:03 GMT 2023,10,1875011
Sat Sep  2 08:07:27 GMT 2023,33,1911681
Sat Sep  2 08:07:31 GMT 2023,7.5,1838784
Sat Sep  2 08:07:35 GMT 2023,7.5,1854978
Sat Sep  2 08:08:59 GMT 2023,28,1897859
Sat Sep  2 08:09:04 GMT 2023,8.8,1814929
Sat Sep  2 08:09:08 GMT 2023,8.8,1830709
Sat Sep  2 08:10:32 GMT 2023,28,2044321
Sat Sep  2 08:10:36 GMT 2023,8.8,2028975
Sat Sep  2 08:10:41 GMT 2023,8.8,1970641
Sat Sep  2 08:12:04 GMT 2023,35,2059444
Sat Sep  2 08:12:08 GMT 2023,8.9,2153374
Sat Sep  2 08:12:13 GMT 2023,8.9,2152637
Sat Sep  2 08:13:37 GMT 2023,25,2149837
Sat Sep  2 08:13:41 GMT 2023,8.5,2140598
Sat Sep  2 08:13:45 GMT 2023,8.5,2067129
Sat Sep  2 08:15:09 GMT 2023,21,2229517
Sat Sep  2 08:15:13 GMT 2023,8.9,2133076
Sat Sep  2 08:15:18 GMT 2023,8.9,2184048
Sat Sep  2 08:16:42 GMT 2023,32,2239311
Sat Sep  2 08:16:46 GMT 2023,8.5,2154562
Sat Sep  2 08:16:51 GMT 2023,8.5,2179192
Sat Sep  2 08:18:15 GMT 2023,26,2264307
Sat Sep  2 08:18:20 GMT 2023,8.2,2148994
Sat Sep  2 08:18:24 GMT 2023,8.2,2189777
Sat Sep  2 08:19:49 GMT 2023,26,2006404
Sat Sep  2 08:19:53 GMT 2023,7.4,1939126
Sat Sep  2 08:19:58 GMT 2023,36,1988919
Sat Sep  2 08:21:21 GMT 2023,36,2029988
Sat Sep  2 08:21:25 GMT 2023,9.5,1942846
Sat Sep  2 08:21:30 GMT 2023,9.5,1999359
Sat Sep  2 08:22:53 GMT 2023,35,2003380
Sat Sep  2 08:22:58 GMT 2023,8.2,1890448
Sat Sep  2 08:23:02 GMT 2023,8.2,1943139
Sat Sep  2 08:24:26 GMT 2023,34,2108374
Sat Sep  2 08:24:30 GMT 2023,8.5,2091428
Sat Sep  2 08:24:35 GMT 2023,8.5,2161357
Sat Sep  2 08:25:59 GMT 2023,42,2187005
Sat Sep  2 08:26:03 GMT 2023,9.4,2227711
Sat Sep  2 08:26:07 GMT 2023,9.4,2091385
Sat Sep  2 08:27:31 GMT 2023,24,2190376
Sat Sep  2 08:27:35 GMT 2023,10,2170936
Sat Sep  2 08:27:39 GMT 2023,10,2102220
Sat Sep  2 08:29:03 GMT 2023,23,2191967
Sat Sep  2 08:29:07 GMT 2023,7.8,2108096
Sat Sep  2 08:29:12 GMT 2023,7.8,2190801
Sat Sep  2 08:30:36 GMT 2023,38,2263829
Sat Sep  2 08:30:40 GMT 2023,9.4,2138186
Sat Sep  2 08:30:44 GMT 2023,9.4,2185587
Sat Sep  2 08:32:09 GMT 2023,35,2264834
Sat Sep  2 08:32:13 GMT 2023,9.1,2151926
Sat Sep  2 08:32:17 GMT 2023,9.1,2210609
Sat Sep  2 08:33:42 GMT 2023,34,2044826
Sat Sep  2 08:33:46 GMT 2023,9.9,1959369
Sat Sep  2 08:33:50 GMT 2023,9.9,1985089
Sat Sep  2 08:35:14 GMT 2023,3.8,1990830
Sat Sep  2 08:35:18 GMT 2023,12,1919289
Sat Sep  2 08:35:22 GMT 2023,12,1929703
Sat Sep  2 08:36:46 GMT 2023,28,1997782
Sat Sep  2 08:36:50 GMT 2023,7.6,1936169
Sat Sep  2 08:36:54 GMT 2023,7.6,1946910
Sat Sep  2 08:38:18 GMT 2023,29,2171972
Sat Sep  2 08:38:22 GMT 2023,9.3,2137448
Sat Sep  2 08:38:26 GMT 2023,9.3,2029523
Sat Sep  2 08:39:50 GMT 2023,34,2059303
Sat Sep  2 08:39:54 GMT 2023,8.2,2052909
Sat Sep  2 08:39:58 GMT 2023,8.2,2039694
Sat Sep  2 08:41:22 GMT 2023,22,2092764
Sat Sep  2 08:41:26 GMT 2023,8.2,2082538
Sat Sep  2 08:41:30 GMT 2023,8.2,2032657
Sat Sep  2 08:42:54 GMT 2023,22,2214019
Sat Sep  2 08:42:58 GMT 2023,8.8,2092997
Sat Sep  2 08:43:02 GMT 2023,8.8,2128930
Sat Sep  2 08:44:27 GMT 2023,31,2192174
Sat Sep  2 08:44:30 GMT 2023,8.1,2112503
Sat Sep  2 08:44:34 GMT 2023,8.1,2139665
Sat Sep  2 08:45:59 GMT 2023,28,2170855
Sat Sep  2 08:46:03 GMT 2023,7.9,2092609
Sat Sep  2 08:46:07 GMT 2023,7.9,2119609
Sat Sep  2 08:47:32 GMT 2023,30,1974567
Sat Sep  2 08:47:35 GMT 2023,7.5,1931414
Sat Sep  2 08:47:39 GMT 2023,7.5,1980556
Sat Sep  2 08:49:03 GMT 2023,40,2062759
Sat Sep  2 08:49:07 GMT 2023,8,1960677
Sat Sep  2 08:49:11 GMT 2023,8,1985254
Sat Sep  2 08:50:35 GMT 2023,4.9,2053821
Sat Sep  2 08:50:39 GMT 2023,10,1966733
Sat Sep  2 08:50:43 GMT 2023,10,1973968
Sat Sep  2 08:52:07 GMT 2023,42,2095756
Sat Sep  2 08:52:10 GMT 2023,8.3,2088973
Sat Sep  2 08:52:14 GMT 2023,8.3,2168034
Sat Sep  2 08:53:39 GMT 2023,50,2175542
Sat Sep  2 08:53:42 GMT 2023,9.5,2151101
Sat Sep  2 08:53:46 GMT 2023,9.5,2090056
Sat Sep  2 08:55:10 GMT 2023,22,2172304
Sat Sep  2 08:55:14 GMT 2023,9.2,2154612
Sat Sep  2 08:55:18 GMT 2023,9.2,2103422
Sat Sep  2 08:56:42 GMT 2023,22,2204519
Sat Sep  2 08:56:46 GMT 2023,8.5,2156448
Sat Sep  2 08:56:50 GMT 2023,8.5,2216764
Sat Sep  2 08:58:15 GMT 2023,41,2288236
Sat Sep  2 08:58:19 GMT 2023,9,2183634
Sat Sep  2 08:58:22 GMT 2023,9,2201792
Sat Sep  2 08:59:47 GMT 2023,38,2278264
Sat Sep  2 08:59:51 GMT 2023,8.9,2180370
Sat Sep  2 08:59:55 GMT 2023,8.9,2198069
Sat Sep  2 09:01:20 GMT 2023,40,2064534
Sat Sep  2 09:01:23 GMT 2023,9.8,1923767
Sat Sep  2 09:01:27 GMT 2023,9.8,1989946
Sat Sep  2 09:02:51 GMT 2023,45,2065971
Sat Sep  2 09:02:55 GMT 2023,8.6,1909198
Sat Sep  2 09:02:59 GMT 2023,8.6,2003760
Sat Sep  2 09:04:23 GMT 2023,43,2072476
Sat Sep  2 09:04:27 GMT 2023,8.9,1916372
Sat Sep  2 09:04:31 GMT 2023,8.9,2010019
